"Nom","Adresse 1","Adresse 2","Code postal","Ville","TÈlÈphone 1","TÈlÈphone 2","Fax","NAF","SIRET","Effectif","Responsable","ActivitÈ"
"EASY CASH","ZAC DES CENTS ARPENTS","145 RUE FRERES LUMIERE","45770","SARAN","0238522300","","","4779Z","82123297200017","6 ‡ 9","TAUFFLIEB JEROME","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH 45 SUD","ZONE EXPO SUD","RUE ANTHELME BRILLAT SAVARIN","45100","ORLEANS","0238664000","","","4779Z","51426104900019","10 ‡ 19","EASY CASH SAS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH EC ORLEANS CENTRE","","25 RUE CHARLES SANGLIER","45000","ORLEANS","0238710071","","","4779Z","54006762600015","6 ‡ 9","TAUFFLIEB JEROME","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH VERCASH SARL","","6 AVENUE FRANCOIS MITTERRAND","47200","MARMANDE","0553941413","","","4779Z","53400151600028","6 ‡ 9","VERGNE THOMAS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HAPPY CASH","","ZA ROUSSEL","47500","MONTAYRAL","0553752360","","","4779Z","52091929100036","3 ‡ 5","JOUBERT JULIE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HAPPY CASH","ZAC PARASOL","ROUTE DE FUMEL","47300","VILLENEUVE SUR LOT","0553708903","","","4779Z","53939060900029","3 ‡ 5","JOUBERT JULIE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","","50 BOULEVARD DOYENNE","49100","ANGERS","0241605300","","0241340582","4779Z","81351967500017","3 ‡ 5","VALAIN PATRICE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HENRI DUDIT","","214 RUE NATIONALE","49300","CHOLET","0241585337","","","4779Z","33119968700012","6 ‡ 9","DUDIT PASCALE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","93 AVENUE PRES ROOSEVELT","51470","ST MEMMIE","0326660813","","","4779Z","49927626900010","6 ‡ 9","HAVEZ ARNAUD","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZA PLENENO","RUE GEORGES BRASSENS","56100","LORIENT","0297882614","","","4779Z","48394792500028","6 ‡ 9","LE TIEC FLORIAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ELB","","24 RUE MARCELIN BERTHELOT","56000","VANNES","0297482549","","","4779Z","50188913300044","3 ‡ 5","LE BLAY ERIC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LA TROCANTE DE VANNES","ZAC POULFANC","CHEMIN PETIT VERSA","56860","SENE","0297688081","","","4779Z","40199623600014","10 ‡ 19","FRECHIN DIEGO","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TIMICMAC","","94 RUE HENRI DUCASSOU","56850","CAUDAN","0256375001","","","4779Z","84830731000054","6 ‡ 9","LE REST BASTIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","","2 PASSAGE ALFRED MONGY","59200","TOURCOING","0320280365","","","4779Z","84164702700017","3 ‡ 5","MONTICELLO BUSINESS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS NORD CASH VALLEY","","ROUTE MARCOING","59267","PROVILLE","0327700606","","","4779Z","53074869800012","3 ‡ 5","AUDEGOND STEPHANE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZC DU LUC PROXIMTE L'HOPITAL DOU","RUE JAMES TOBIN","59187","DECHY","0327937494","","","4779Z","80804432500013","6 ‡ 9","RST SARL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","PARC COMMERCIAL DU BASROCK","75 AVENUE PETITE SYNTHE","59760","GRANDE SYNTHE","0328648067","","","4779Z","50533989500011","10 ‡ 19","GUELTON ANDRE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GO CASH MEDIA","","91 RUE VILLARS","59220","DENAIN","0983333878","","","4779Z","83896278500039","3 ‡ 5","WATTE FREDERIC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"JSF","ZI ROUGE PORTE","16 AVENUE MENIN","59250","HALLUIN","0366721807","","","4779Z","49242560800030","10 ‡ 19","SERIGNAC JULIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROCCOM","ZI DE LA PILATERIE","14 RUE CENTRE","59290","WASQUEHAL","0320458745","","","4779Z","84003277500024","3 ‡ 5","MONTAIGNE GREGORY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","CCAL","38 RUE HENRI BECQUEREL","60230","CHAMBLY","0130280867","","","4779Z","53912277000016","3 ‡ 5","BEE JULIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROCCOM COMPIEGNE","ZONE MERCIERES","6 RUE FONDS PERNANT","60200","COMPIEGNE","0344301313","","","4779Z","41260855600020","3 ‡ 5","HASLE JEAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH MAKER","","49 BOULEVARD LA FAYETTE","62100","CALAIS","0321343763","","","4779Z","51912238600013","3 ‡ 5","MALATIER SEBASTIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZAC FRAIS FONDS","29 AVENUE GEORGES BRASSENS","62510","ARQUES","0321120830","","0321120831","4779Z","45206524600020","6 ‡ 9","CLEOVIC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZAC AUCHAN BORD DES EAUX","ROUTE NATIONALE 43","62110","HENIN BEAUMONT","0321136161","","0321136162","4779Z","42239204300028","6 ‡ 9","JULU","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EMMAUS","","175 ROUTE DESVRES","62280","ST MARTIN BOULOGNE","0321315367","","","4779Z","32942455000039","20 ‡ 49","COMMUNAUTE EMMAUS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EC ANGLET","","25 AVENUE JEAN LEON LAPORTE","64600","ANGLET","0559483755","","","4779Z","83067892600015","6 ‡ 9","TAUFFLIEB JEROME","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ALSA TROC","","55 ROUTE MARIENTHAL","67500","HAGUENAU","0388061174","","","4779Z","41782112100023","3 ‡ 5","MARTIN VINCENT","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"PHONE AND CO","","3 RUE FORT","67118","GEISPOLSHEIM","0388674699","","","4779Z","53956897200019","6 ‡ 9","WENDLING JEAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TITI INTERNATIONAL","","14 RUE INDUSTRIE","67400","ILLKIRCH GRAFFENSTADEN","0388403602","","","4779Z","51942147300017","3 ‡ 5","FRIESE TOM","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"NEWTROC","","40 RUE FECHT","68000","COLMAR","0389410475","","","4779Z","48434550900018","3 ‡ 5","MOSSER AUDREY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROC 3 FRONTIERES","CLOSTERMANN","4 RUE PIERRE CLOSTERMANN","68730","BLOTZHEIM","0389250819","","","4779Z","88047154500025","6 ‡ 9","HOEHE MARIE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CONAN BELLEVILLE HOTEL D'AINAY","","9 Bis RUE ALBATROS","69780","MIONS","0472409000","","","4779Z","44254479700040","10 ‡ 19","CONAN-BELLEVILLE MAISON DE VENTES AUX ENCHERES","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EC LYON EST","","4 AVENUE GASPARD MONGE","69720","ST BONNET DE MURE","0472238551","","","4779Z","79933170700023","6 ‡ 9","DAYCISIONS SAS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GERARD MURAT","","46 RUE ST GEORGES","69005","LYON","0950226648","","","4779Z","82067383800026","3 ‡ 5","MURAT THIBAULT","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROC COM LYON  SAINT FONS","","1 BOULEVARD LUCIEN SAMPAIX","69190","ST FONS","0478700204","","","4779Z","89247776100027","3 ‡ 5","LAMBERT MIREILLE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"PETITE POISON","","10 RUE GAMBETTA","71120","CHAROLLES","0385253162","","","4779Z","49845679700030","3 ‡ 5","CHANUT CLAUDE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"AOC","","3 QUAI VOLTAIRE","75007","PARIS","0142974409","","","4779Z","50212507300036","3 ‡ 5","CHENEL OLLIVIER","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"B G C","","104 RUE FAUBOURG ST HONORE","75008","PARIS","0140204070","","","4779Z","37833017900037","3 ‡ 5","BOSCHER YVON","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"BIS BOUTIQUE SOLIDAIRE","","7 BOULEVARD TEMPLE","75003","PARIS","0144781108","","","4779Z","78982236800013","6 ‡ 9","CITES CARITAS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CAMILLE BURGI","","3 RUE ROSSINI","75009","PARIS","0148242253","","","4779Z","32065580600034","3 ‡ 5","BURGI CAMILLE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","143 RUE ALESIA","75014","PARIS","0986292944","","","4779Z","82279759300024","3 ‡ 5","Bertinet GUILLAUME","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","23 RUE BEAUBOURG","75003","PARIS","0144619494","","","4779Z","40995927700024","10 ‡ 19","CAMUS MYRIAM","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CORNERLUXE","","6 PLACE DE MORO GIAFFERI","75014","PARIS","0145411315","","","4791A","48466831400038","6 ‡ 9","LE PONT SEBASTIEN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"DISTRIBUTION DE VETEMENTS SDV SOC","","96 BOULEVARD BARBES","75018","PARIS","0153281070","","","4779Z","44184830600185","50 ‡ 99","GUERRIDA MOHAMED","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"DOWN TOWN","","19 RUE GUENEGAUD","75006","PARIS","0143541269","","","4779Z","32878062200028","10 ‡ 19","LAFFANOUR FRANCOIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EMMAUS LA FRIPERIE SOLIDAIRE","","17 RUE CHALIGNY","75012","PARIS","0146288357","","","4779Z","44449039500027","20 ‡ 49","LA FRIPERIE SOLIDAIRE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"FRANCOIS LAFFANOUR","","18 RUE SEINE","75006","PARIS","0146330086","","","4779Z","32878062200044","10 ‡ 19","LAFFANOUR FRANCOIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GALERIE BEAUBOURG","","57 RUE TEMPLE","75004","PARIS","0142711045","","","4779Z","30008893700093","6 ‡ 9","BAYET MARIANNE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GALERIE BERDJ ACHDJIAN","","10 RUE MIROMESNIL","75008","PARIS","0142658948","","","4779Z","32245192300013","3 ‡ 5","Achdjian ZAREH","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GALERIE CAZALS DE FABEL","","41 RUE ACACIAS","75017","PARIS","0143800048","","","4779Z","41110455700029","3 ‡ 5","Cazals de Fabel ANTOINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GALERIE JACQUES LACOSTE","","19 AVENUE MATIGNON","75008","PARIS","0142891111","","","4779Z","33828535600089","3 ‡ 5","LACOSTE JACQUES","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GESTION PIERRE CARDIN","","82 RUE FAUBOURG ST HONORE","75008","PARIS","0142659914","","","4779Z","73203705600338","20 ‡ 49","PIERRE CARDIN EVOLUTION","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GUERRISOL","","5 AVENUE ITALIE","75013","PARIS","0145827933","","","4779Z","44184830600201","50 ‡ 99","GUERRIDA MOHAMED","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GUEVENOUX ANTIQUITES","","7 RUE PROVENCE","75009","PARIS","0147704697","","","4779Z","33879746700010","3 ‡ 5","Dugue CATHERINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"JUNKO OYAMA FURUTA","","43 RUE STE ANNE","75001","PARIS","0967398448","","","4779Z","53104049100023","3 ‡ 5","OYAMA JUNKO","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MARYSE ROUSSARD","","13 RUE MONT CENIS","75018","PARIS","0175508821","","","4779Z","72201666400012","3 ‡ 5","Roussard JULIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MICHEL REIN","","42 RUE TURENNE","75003","PARIS","0142726813","","","4779Z","38020000600035","3 ‡ 5","REIN MICHEL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"PETIT ANTIQUITES","","29 RUE TOUR","75116","PARIS","0145044654","","","4779Z","79810076400025","6 ‡ 9","Petit THOMAS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"PRESENTATION VENTES OBJETS ART","","8 GALERIE NEMOURS","75001","PARIS","0986128975","","","4779Z","32066061600097","3 ‡ 5","Roussel JACQUES","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"SALLE DES VENTES DU PARTICULIER","","116 RUE ALESIA","75014","PARIS","0145424242","","","4779Z","38955297700057","3 ‡ 5","Bourdarie PATRICK","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"SARL NARGUIZ","","13 Bis RUE PROVENCE","75009","PARIS","0142465490","","0959197069","4779Z","33134939900013","3 ‡ 5","NARGUIZAN PERTCH","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"SOCIETE BERGEROT","","15 RUE TAILLANDIERS","75011","PARIS","0961455492","","","4779Z","35075030300033","20 ‡ 49","BERGEROT LAURENCE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"SOCIETE STEPH SIMON","","19 RUE GUENEGAUD","75006","PARIS","0144070973","","","4779Z","32878062200028","10 ‡ 19","LAFFANOUR FRANCOIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VICTOIRE","","16 RUE JACQUES CALLOT","75006","PARIS","0607699122","","","4779Z","43991330200022","3 ‡ 5","DULON BERNARD","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","2 RUE GEN LECLERC","76000","ROUEN","0232190156","","","4779Z","83798786600030","10 ‡ 19","BOUCHER BRICE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ALPHA MOBILA","","61 AVENUE FRANCOIS MITTERRAND","77500","CHELLES","0160080666","","","4779Z","83980235200014","3 ‡ 5","Wehrbach NICOLAS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","","ROUTE DEPARTEMENTALE 306 A COTE RUE FONTAINE RONDE","77240","VERT ST DENIS","0164102235","","","4779Z","82286486400019","6 ‡ 9","COLLET DOMINIQUE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH LOUGO SARL","ZONE MENDES FRANCE 2","4 RUE GUTENBERG","79000","NIORT","0549341511","","","4779Z","43497324400024","10 ‡ 19","MAUGENET CORALIE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LA BROCANTE PERMANENTE","","94 RUE GEN DE GAULLE","80450","CAMON","0322913124","","","4779Z","84964694800018","6 ‡ 9","GOUESBIER MATHILDE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"AU VIDE GRENIER","","7 ZAC CASTAGNALOTTE","81660","BOUT DU PONT DE LARN","0563985385","","","4779Z","39244328900021","3 ‡ 5","ESCANDE CHRISTIAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","15 ROUTE PLAN","83720","TRANS EN PROVENCE","0494688688","","","4779Z","84247669900025","6 ‡ 9","MAFFRE FRANCOIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"I PAY CASH","","565 CHEMIN LONG","83260","LA CRAU","0494129086","","","4779Z","50818378700011","3 ‡ 5","POTENZA PHILIPPE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LE BOUDOIR","","BOULEVARD LOUIS BLANC","83990","ST TROPEZ","0686024611","","","4779Z","52188023700016","3 ‡ 5","GOBILLOT NATHALIE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROC 3000","","231 RUE ALBERT EINSTEIN","83600","FREJUS","0494523850","","","4779Z","42470686900015","3 ‡ 5","GIGAN MARIE-FRANCE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROCCOM","","992 CHEMIN PLANTADES","83130","LA GARDE","0494610506","","0494270178","4779Z","44945529400487","20 ‡ 49","HAPPY CASH","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VAR AZUR LINGE","","1 RUE JEAN RIBIER","83400","HYERES","0494356309","","","4779Z","38200372100166","20 ‡ 49","VAR AZUR LINGE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROC DU PONTET","","QUARTIER ST JEAN 100 RUE RAOUL FOLLEREAU","84130","LE PONTET","0490332405","","","4779Z","43209872100033","3 ‡ 5","RICCOMONDI FREDERIC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROCCOM","","666 ROUTE CARPENTRAS","84270","VEDENE","0490480777","","","4779Z","83424674600012","6 ‡ 9","DOTIGNY VIRGINIE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"DEPOT VENTE SEGUIN MEUBLES","","13 RUE MENUISIERS","85800","ST GILLES CROIX DE VIE","0251541411","","","4779Z","48234917200023","3 ‡ 5","SEGUIN EMMANUELLE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","","RUE FRANCISCO FERRER","87280","LIMOGES","0555350444","","","4779Z","81197606700025","10 ‡ 19","COUTURIER EMMANUEL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HALL DES PETITES OCCASIONS","","2 RUE EDOUARD CALAME","88000","EPINAL","0329311062","","","4779Z","44193654900019","10 ‡ 19","LACROIX JACQUY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LE GRAND BAZAR","","32 RUE GEN HAXO","88000","EPINAL","0329350185","","","4779Z","44193654900035","10 ‡ 19","LACROIX JACQUY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LA RESSOURCIE 90","","1 RUE FECHE L'EGLISE","90600","GRANDVILLARS","0652418611","","","4779Z","43383744000042","50 ‡ 99","LA RESSOURCERIE 90","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"1,2,3 CASH","EXONA PARK MARQUE","AVENUE 2 RUE JEAN COCTEAU","91100","CORBEIL ESSONNES","0160881396","","","4779Z","52780934700018","3 ‡ 5","COLLET DOMINIQUE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","","28 RUE MERCURE","91230","MONTGERON","0967565116","","","4779Z","75298219900016","3 ‡ 5","FRADIN GILLES","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LA CAVERNE DES PARTICULIERS","ZONE LES COQUIBUS","8 RUE JACQUES ANQUETIL","91100","CORBEIL ESSONNES","0164963838","","","4779Z","35067087300024","3 ‡ 5","ENG NGHI","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LA ROUTE DE LA SOIE ET SE","","5 RUE MARYSE BASTIE","91430","IGNY","0972873815","","","4779Z","33802755000049","6 ‡ 9","Haydari AHMAD","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","98 AVENUE GEN LECLERC","92100","BOULOGNE BILLANCOURT","0140840336","","","4779Z","50280850400034","3 ‡ 5","FEIGUELMAN NETANEL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LA CAVERNE DES PARTICULIERS","","26 RUE PIERRE SEMARD","92320","CHATILLON","0146544135","","","4779Z","39329069700019","3 ‡ 5","PELLETIER CATHERINE EPOUSE MORGENSTERN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"AGORASTORE","","20 RUE VOLTAIRE","93100","MONTREUIL","0141632980","","","4779Z","49102307300027","20 ‡ 49","ESTELA HOLDING","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ARTZ","","134 RUE ROSIERS","93400","ST OUEN","0660446962","","","4779Z","44204905200057","3 ‡ 5","GAMAIN PHILIPPE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GILLES ATHE","","25 RUE ROSIERS","93400","ST OUEN","0609812980","","","4779Z","33817992200020","3 ‡ 5","ATHE CHRISTIAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GUERRISOL","","1 Bis PLACE CAQUET","93200","ST DENIS","0149333711","","","4779Z","44184830600292","50 ‡ 99","GUERRIDA MOHAMED","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MIROIRS ANTIQUES","","109 RUE ROSIERS","93400","ST OUEN","0149480778","","","4779Z","43407236900045","3 ‡ 5","SLOMOVITS PHILIPPE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH SIMPLY","","51 RUE LOUIS TALAMONI","94500","CHAMPIGNY SUR MARNE","0148804303","","","4779Z","52164793300022","3 ‡ 5","NIER RENAUD","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EMMAUS LA FRIPERIE SOLIDAIRE","PAV","123 AVENUE COLONEL FABIEN","94800","VILLEJUIF","0983068888","","","4779Z","44449039500068","20 ‡ 49","LA FRIPERIE SOLIDAIRE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"STE VIDAL","","8 AVENUE MARIE AMELIE","94000","CRETEIL","0148992846","","","4779Z","31829131700010","3 ‡ 5","VIDAL ERIC MAXIME LOUIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LNB CASH","CCAL MY","PLACE 200 AVENUE DIVISION LECLERC","95200","SARCELLES","0139946490","","","4779Z","81047640800028","10 ‡ 19","NIEWOLINSKI LAURENT","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"DRESS & DECO","","36 AVENUE FRANKLIN ROOSEVELT","06110","LE CANNET","0493692811","","","4779Z","82419423700015","3 ‡ 5","HUGUES FRANCOISE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CSF","","8 RUE MALARET","31000","TOULOUSE","0561229094","","","4779Z","44462299700013","6 ‡ 9","FREZOULS SERGE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VETEMENTS L'AGE D'OR","","20 RUE LIBERATION","42720","BRIENNON","0477609817","","","4791B","45085782600025","20 ‡ 49","CHAT PASCAL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"DING FRING","ZAC LECLERC","2 RUE CROIX MAURENCIENNE","51370","ST BRICE COURCELLES","0326863996","","","4779Z","39286602600116","50 ‡ 99","EBS LE RELAIS CAMBRESIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"DING FRING","","RUE JONCHERY","54200","DOMMARTIN LES TOUL","0383620277","","","4779Z","79205481900026","20 ‡ 49","EBS LE RELAIS LORRAINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"DING FRING","","12 RUE LAZARE BERNARD","59220","DENAIN","0327446885","","","4779Z","39286602600025","50 ‡ 99","EBS LE RELAIS CAMBRESIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"DING FRING","","14 AVENUE FRANKLIN ROOSEVELT","59600","MAUBEUGE","0327581924","","","4779Z","39286602600108","50 ‡ 99","EBS LE RELAIS CAMBRESIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LE GRENIER A DOUDOUS","","174 IMPASSE PRES D'EN BAS","74370","ARGONAY","0450650615","","","4779Z","51111900000012","3 ‡ 5","ROVERSO SEBASTIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CORNERLUXE","","45 AVENUE BOSQUET","75007","PARIS","0144183150","","","4779Z","48466831400095","6 ‡ 9","LE PONT SEBASTIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ENCHEREXPERT","","84 AVENUE MOZART","75016","PARIS","0145205834","","","4791A","48466831400061","6 ‡ 9","LE PONT SEBASTIEN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"FREE'P'STAR","","20 RUE RIVOLI","75004","PARIS","0142776343","","","4779Z","53053709100023","6 ‡ 9","ALIPOUR SERESHKI REZA","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GUERRISOL","","21 BOULEVARD ROCHECHOUART","75009","PARIS","0145261312","","","4779Z","44184830600193","50 ‡ 99","GUERRIDA MOHAMED","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"RECIPROQUE","","92 RUE POMPE","75116","PARIS","0147279352","","","4779Z","32676591400030","6 ‡ 9","Morel NICOLE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"RECIPROQUE","","95 RUE POMPE","75116","PARIS","0147048224","","","4779Z","32676591400014","6 ‡ 9","Morel NICOLE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"A M P R E S S E","","20 IMPASSE DE LA CUEILLETTE ROUTE HAMEAU DE VERSAILLES","76110","GODERVILLE","0235292540","","","4779Z","42327585800029","6 ‡ 9","ASSOCIATION AMPRESSE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VAR AZUR LINGE","","57 COURS LOUIS BLANC","83500","LA SEYNE SUR MER","0494943533","","","4779Z","38200372100125","20 ‡ 49","VAR AZUR LINGE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VAR AZUR LINGE","","21 AVENUE GEORGES CLEMENCEAU","83120","STE MAXIME","0494493547","","","4779Z","38200372100059","20 ‡ 49","VAR AZUR LINGE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VAR AZUR LINGE","","7 RUE VINCENT COURDOUAN","83000","TOULON","0494627478","","","4779Z","38200372100141","50 ‡ 99","VAR AZUR LINGE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LA RESSOURCERIE 90","","4 RUE ST ANTOINE","90000","BELFORT","0384212465","","","4779Z","43383744000018","50 ‡ 99","LA RESSOURCERIE 90","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
